"trainer/global_step","finetune-200-epochs-from-new-weights - _step","finetune-200-epochs-from-new-weights - _step__MIN","finetune-200-epochs-from-new-weights - _step__MAX","finetune-200-epochs-from-new-weights - train_loss_mean","finetune-200-epochs-from-new-weights - train_loss_mean__MIN","finetune-200-epochs-from-new-weights - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-1399-epochs - _step","finetune-200-epochs-from-synthetic-1399-epochs - _step__MIN","finetune-200-epochs-from-synthetic-1399-epochs - _step__MAX","finetune-200-epochs-from-synthetic-1399-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-1399-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-1399-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-1199-epochs - _step","finetune-200-epochs-from-synthetic-1199-epochs - _step__MIN","finetune-200-epochs-from-synthetic-1199-epochs - _step__MAX","finetune-200-epochs-from-synthetic-1199-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-1199-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-1199-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-999-epochs - _step","finetune-200-epochs-from-synthetic-999-epochs - _step__MIN","finetune-200-epochs-from-synthetic-999-epochs - _step__MAX","finetune-200-epochs-from-synthetic-999-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-999-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-999-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-799-epochs - _step","finetune-200-epochs-from-synthetic-799-epochs - _step__MIN","finetune-200-epochs-from-synthetic-799-epochs - _step__MAX","finetune-200-epochs-from-synthetic-799-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-799-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-799-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-199-epochs - _step","finetune-200-epochs-from-synthetic-199-epochs - _step__MIN","finetune-200-epochs-from-synthetic-199-epochs - _step__MAX","finetune-200-epochs-from-synthetic-199-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-199-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-199-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-599-epochs - _step","finetune-200-epochs-from-synthetic-599-epochs - _step__MIN","finetune-200-epochs-from-synthetic-599-epochs - _step__MAX","finetune-200-epochs-from-synthetic-599-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-599-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-599-epochs - train_loss_mean__MAX"
"5286","538","538","538","75.29329681396484","75.29329681396484","75.29329681396484","533","533","533","48.23414993286133","48.23414993286133","48.23414993286133","533","533","533","49.6480712890625","49.6480712890625","49.6480712890625","533","533","533","52.34804916381836","52.34804916381836","52.34804916381836","533","533","533","49.08638381958008","49.08638381958008","49.08638381958008","878","878","878","57.799407958984375","57.799407958984375","57.799407958984375","878","878","878","48.71771240234375","48.71771240234375","48.71771240234375"
"5303","541","541","541","77.06362915039062","77.06362915039062","77.06362915039062","536","536","536","48.38853454589844","48.38853454589844","48.38853454589844","536","536","536","50.82042694091797","50.82042694091797","50.82042694091797","536","536","536","50.824424743652344","50.824424743652344","50.824424743652344","536","536","536","49.891822814941406","49.891822814941406","49.891822814941406","881","881","881","60.0901985168457","60.0901985168457","60.0901985168457","881","881","881","49.82312774658203","49.82312774658203","49.82312774658203"
"5320","542","542","542","80.59210968017578","80.59210968017578","80.59210968017578","537","537","537","48.8278694152832","48.8278694152832","48.8278694152832","537","537","537","49.08295822143555","49.08295822143555","49.08295822143555","537","537","537","48.01253128051758","48.01253128051758","48.01253128051758","537","537","537","49.587066650390625","49.587066650390625","49.587066650390625","882","882","882","63.45501708984375","63.45501708984375","63.45501708984375","882","882","882","55.213863372802734","55.213863372802734","55.213863372802734"
"5337","543","543","543","76.98631286621094","76.98631286621094","76.98631286621094","538","538","538","47.78108215332031","47.78108215332031","47.78108215332031","538","538","538","47.74441146850586","47.74441146850586","47.74441146850586","538","538","538","48.76801300048828","48.76801300048828","48.76801300048828","538","538","538","49.1073112487793","49.1073112487793","49.1073112487793","883","883","883","60.62350845336914","60.62350845336914","60.62350845336914","883","883","883","51.090476989746094","51.090476989746094","51.090476989746094"
"5354","546","546","546","77.61476135253906","77.61476135253906","77.61476135253906","541","541","541","45.68163299560547","45.68163299560547","45.68163299560547","541","541","541","48.37101745605469","48.37101745605469","48.37101745605469","541","541","541","48.25879669189453","48.25879669189453","48.25879669189453","541","541","541","52.15074157714844","52.15074157714844","52.15074157714844","886","886","886","57.8826904296875","57.8826904296875","57.8826904296875","886","886","886","50.94293212890625","50.94293212890625","50.94293212890625"
"5371","547","547","547","76.0269546508789","76.0269546508789","76.0269546508789","542","542","542","44.72586441040039","44.72586441040039","44.72586441040039","542","542","542","49.685829162597656","49.685829162597656","49.685829162597656","542","542","542","47.23413848876953","47.23413848876953","47.23413848876953","542","542","542","51.45142364501953","51.45142364501953","51.45142364501953","887","887","887","59.96132278442383","59.96132278442383","59.96132278442383","887","887","887","50.72175216674805","50.72175216674805","50.72175216674805"
"5388","548","548","548","78.25932312011719","78.25932312011719","78.25932312011719","543","543","543","44.58161926269531","44.58161926269531","44.58161926269531","543","543","543","47.17962646484375","47.17962646484375","47.17962646484375","543","543","543","49.64751434326172","49.64751434326172","49.64751434326172","543","543","543","51.56639099121094","51.56639099121094","51.56639099121094","888","888","888","58.89651870727539","58.89651870727539","58.89651870727539","888","888","888","48.82856369018555","48.82856369018555","48.82856369018555"
"5405","551","551","551","79.06884765625","79.06884765625","79.06884765625","546","546","546","44.01911926269531","44.01911926269531","44.01911926269531","546","546","546","48.35894012451172","48.35894012451172","48.35894012451172","546","546","546","51.70244598388672","51.70244598388672","51.70244598388672","546","546","546","50.430328369140625","50.430328369140625","50.430328369140625","891","891","891","59.67420959472656","59.67420959472656","59.67420959472656","891","891","891","46.57402801513672","46.57402801513672","46.57402801513672"
"5422","552","552","552","71.37547302246094","71.37547302246094","71.37547302246094","547","547","547","43.765602111816406","43.765602111816406","43.765602111816406","547","547","547","45.85161209106445","45.85161209106445","45.85161209106445","547","547","547","48.6470947265625","48.6470947265625","48.6470947265625","547","547","547","48.95778274536133","48.95778274536133","48.95778274536133","892","892","892","58.567474365234375","58.567474365234375","58.567474365234375","892","892","892","50.49250411987305","50.49250411987305","50.49250411987305"
"5439","553","553","553","74.0821533203125","74.0821533203125","74.0821533203125","548","548","548","44.024837493896484","44.024837493896484","44.024837493896484","548","548","548","45.35202407836914","45.35202407836914","45.35202407836914","548","548","548","52.13621139526367","52.13621139526367","52.13621139526367","548","548","548","50.37996292114258","50.37996292114258","50.37996292114258","893","893","893","57.90956115722656","57.90956115722656","57.90956115722656","893","893","893","52.80170822143555","52.80170822143555","52.80170822143555"
"5456","556","556","556","78.45679473876953","78.45679473876953","78.45679473876953","551","551","551","47.73772430419922","47.73772430419922","47.73772430419922","551","551","551","47.831947326660156","47.831947326660156","47.831947326660156","551","551","551","49.26789093017578","49.26789093017578","49.26789093017578","551","551","551","49.05889892578125","49.05889892578125","49.05889892578125","896","896","896","61.75359344482422","61.75359344482422","61.75359344482422","896","896","896","51.47255325317383","51.47255325317383","51.47255325317383"
"5473","557","557","557","76.66419982910156","76.66419982910156","76.66419982910156","552","552","552","46.90934753417969","46.90934753417969","46.90934753417969","552","552","552","48.19694519042969","48.19694519042969","48.19694519042969","552","552","552","46.82146072387695","46.82146072387695","46.82146072387695","552","552","552","50.186519622802734","50.186519622802734","50.186519622802734","897","897","897","61.19614028930664","61.19614028930664","61.19614028930664","897","897","897","52.67858123779297","52.67858123779297","52.67858123779297"
"5490","558","558","558","79.33990478515625","79.33990478515625","79.33990478515625","553","553","553","47.01123809814453","47.01123809814453","47.01123809814453","553","553","553","50.37446594238281","50.37446594238281","50.37446594238281","553","553","553","51.27729797363281","51.27729797363281","51.27729797363281","553","553","553","51.57006072998047","51.57006072998047","51.57006072998047","898","898","898","60.50694274902344","60.50694274902344","60.50694274902344","898","898","898","50.159297943115234","50.159297943115234","50.159297943115234"
"5507","561","561","561","73.31684112548828","73.31684112548828","73.31684112548828","556","556","556","46.114898681640625","46.114898681640625","46.114898681640625","556","556","556","47.74302291870117","47.74302291870117","47.74302291870117","556","556","556","47.25757598876953","47.25757598876953","47.25757598876953","556","556","556","50.5776481628418","50.5776481628418","50.5776481628418","901","901","901","59.348426818847656","59.348426818847656","59.348426818847656","901","901","901","55.4892578125","55.4892578125","55.4892578125"
"5524","562","562","562","75.06388092041016","75.06388092041016","75.06388092041016","557","557","557","46.64949417114258","46.64949417114258","46.64949417114258","557","557","557","46.52470016479492","46.52470016479492","46.52470016479492","557","557","557","46.682254791259766","46.682254791259766","46.682254791259766","557","557","557","50.16292190551758","50.16292190551758","50.16292190551758","902","902","902","57.853172302246094","57.853172302246094","57.853172302246094","902","902","902","52.54829406738281","52.54829406738281","52.54829406738281"
"5541","563","563","563","75.34385681152344","75.34385681152344","75.34385681152344","558","558","558","47.60785675048828","47.60785675048828","47.60785675048828","558","558","558","47.998191833496094","47.998191833496094","47.998191833496094","558","558","558","48.45392608642578","48.45392608642578","48.45392608642578","558","558","558","50.54473876953125","50.54473876953125","50.54473876953125","903","903","903","59.899375915527344","59.899375915527344","59.899375915527344","903","903","903","52.0113525390625","52.0113525390625","52.0113525390625"
"5558","566","566","566","75.57594299316406","75.57594299316406","75.57594299316406","561","561","561","48.28395080566406","48.28395080566406","48.28395080566406","561","561","561","49.61399459838867","49.61399459838867","49.61399459838867","561","561","561","48.433067321777344","48.433067321777344","48.433067321777344","561","561","561","51.2882194519043","51.2882194519043","51.2882194519043","906","906","906","55.7047119140625","55.7047119140625","55.7047119140625","906","906","906","53.180999755859375","53.180999755859375","53.180999755859375"
"5575","567","567","567","78.90218353271484","78.90218353271484","78.90218353271484","562","562","562","50.25043487548828","50.25043487548828","50.25043487548828","562","562","562","46.340789794921875","46.340789794921875","46.340789794921875","562","562","562","45.72050094604492","45.72050094604492","45.72050094604492","562","562","562","53.09713363647461","53.09713363647461","53.09713363647461","907","907","907","57.615501403808594","57.615501403808594","57.615501403808594","907","907","907","52.03188705444336","52.03188705444336","52.03188705444336"
"5592","568","568","568","76.75831604003906","76.75831604003906","76.75831604003906","563","563","563","45.57919692993164","45.57919692993164","45.57919692993164","563","563","563","47.64786148071289","47.64786148071289","47.64786148071289","563","563","563","49.9396858215332","49.9396858215332","49.9396858215332","563","563","563","51.11116409301758","51.11116409301758","51.11116409301758","908","908","908","55.782676696777344","55.782676696777344","55.782676696777344","908","908","908","51.29090118408203","51.29090118408203","51.29090118408203"
"5609","571","571","571","77.18609619140625","77.18609619140625","77.18609619140625","566","566","566","46.712093353271484","46.712093353271484","46.712093353271484","566","566","566","49.78728485107422","49.78728485107422","49.78728485107422","566","566","566","49.107479095458984","49.107479095458984","49.107479095458984","566","566","566","46.81700134277344","46.81700134277344","46.81700134277344","911","911","911","58.08583450317383","58.08583450317383","58.08583450317383","911","911","911","52.28620147705078","52.28620147705078","52.28620147705078"
"5626","572","572","572","77.88549041748047","77.88549041748047","77.88549041748047","567","567","567","48.82057189941406","48.82057189941406","48.82057189941406","567","567","567","49.83252716064453","49.83252716064453","49.83252716064453","567","567","567","49.10715866088867","49.10715866088867","49.10715866088867","567","567","567","54.159061431884766","54.159061431884766","54.159061431884766","912","912","912","60.303646087646484","60.303646087646484","60.303646087646484","912","912","912","52.67353820800781","52.67353820800781","52.67353820800781"
"5643","573","573","573","77.38812255859375","77.38812255859375","77.38812255859375","568","568","568","47.16402816772461","47.16402816772461","47.16402816772461","568","568","568","47.0483283996582","47.0483283996582","47.0483283996582","568","568","568","46.54983901977539","46.54983901977539","46.54983901977539","568","568","568","50.145294189453125","50.145294189453125","50.145294189453125","913","913","913","58.746742248535156","58.746742248535156","58.746742248535156","913","913","913","49.14213943481445","49.14213943481445","49.14213943481445"
"5660","576","576","576","80.64250946044922","80.64250946044922","80.64250946044922","571","571","571","49.56144714355469","49.56144714355469","49.56144714355469","571","571","571","48.06814956665039","48.06814956665039","48.06814956665039","571","571","571","49.37538146972656","49.37538146972656","49.37538146972656","571","571","571","52.636962890625","52.636962890625","52.636962890625","916","916","916","58.50581359863281","58.50581359863281","58.50581359863281","916","916","916","51.71516036987305","51.71516036987305","51.71516036987305"
"5677","577","577","577","78.38046264648438","78.38046264648438","78.38046264648438","572","572","572","46.71871566772461","46.71871566772461","46.71871566772461","572","572","572","48.531715393066406","48.531715393066406","48.531715393066406","572","572","572","49.6197624206543","49.6197624206543","49.6197624206543","572","572","572","51.22226333618164","51.22226333618164","51.22226333618164","917","917","917","59.96608352661133","59.96608352661133","59.96608352661133","917","917","917","53.64466094970703","53.64466094970703","53.64466094970703"
"5694","578","578","578","71.73866271972656","71.73866271972656","71.73866271972656","573","573","573","49.269386291503906","49.269386291503906","49.269386291503906","573","573","573","48.238338470458984","48.238338470458984","48.238338470458984","573","573","573","48.12345504760742","48.12345504760742","48.12345504760742","573","573","573","49.228858947753906","49.228858947753906","49.228858947753906","918","918","918","61.72433853149414","61.72433853149414","61.72433853149414","918","918","918","49.991455078125","49.991455078125","49.991455078125"
"5711","581","581","581","78.41454315185547","78.41454315185547","78.41454315185547","576","576","576","45.961666107177734","45.961666107177734","45.961666107177734","576","576","576","53.09645462036133","53.09645462036133","53.09645462036133","576","576","576","49.02145767211914","49.02145767211914","49.02145767211914","576","576","576","49.67368698120117","49.67368698120117","49.67368698120117","921","921","921","58.66682434082031","58.66682434082031","58.66682434082031","921","921","921","52.02774429321289","52.02774429321289","52.02774429321289"
"5728","582","582","582","74.00028228759766","74.00028228759766","74.00028228759766","577","577","577","45.62972640991211","45.62972640991211","45.62972640991211","577","577","577","49.80434036254883","49.80434036254883","49.80434036254883","577","577","577","47.38153076171875","47.38153076171875","47.38153076171875","577","577","577","51.3919677734375","51.3919677734375","51.3919677734375","922","922","922","59.638328552246094","59.638328552246094","59.638328552246094","922","922","922","48.836181640625","48.836181640625","48.836181640625"
"5745","583","583","583","73.94039916992188","73.94039916992188","73.94039916992188","578","578","578","46.367088317871094","46.367088317871094","46.367088317871094","578","578","578","48.929264068603516","48.929264068603516","48.929264068603516","578","578","578","44.567352294921875","44.567352294921875","44.567352294921875","578","578","578","50.535709381103516","50.535709381103516","50.535709381103516","923","923","923","59.83045196533203","59.83045196533203","59.83045196533203","923","923","923","49.500205993652344","49.500205993652344","49.500205993652344"
"5762","586","586","586","67.9880142211914","67.9880142211914","67.9880142211914","581","581","581","45.73760986328125","45.73760986328125","45.73760986328125","581","581","581","48.44240951538086","48.44240951538086","48.44240951538086","581","581","581","49.91972732543945","49.91972732543945","49.91972732543945","581","581","581","49.55805969238281","49.55805969238281","49.55805969238281","926","926","926","57.75278091430664","57.75278091430664","57.75278091430664","926","926","926","51.49137878417969","51.49137878417969","51.49137878417969"
"5779","587","587","587","72.81200408935547","72.81200408935547","72.81200408935547","582","582","582","47.87385559082031","47.87385559082031","47.87385559082031","582","582","582","47.32322311401367","47.32322311401367","47.32322311401367","582","582","582","51.036163330078125","51.036163330078125","51.036163330078125","582","582","582","48.6483268737793","48.6483268737793","48.6483268737793","927","927","927","56.776241302490234","56.776241302490234","56.776241302490234","927","927","927","49.447044372558594","49.447044372558594","49.447044372558594"
"5796","588","588","588","71.7408676147461","71.7408676147461","71.7408676147461","583","583","583","44.841590881347656","44.841590881347656","44.841590881347656","583","583","583","45.96514892578125","45.96514892578125","45.96514892578125","583","583","583","49.99953842163086","49.99953842163086","49.99953842163086","583","583","583","46.90376663208008","46.90376663208008","46.90376663208008","928","928","928","59.163055419921875","59.163055419921875","59.163055419921875","928","928","928","53.101261138916016","53.101261138916016","53.101261138916016"
"5813","591","591","591","73.84133911132812","73.84133911132812","73.84133911132812","586","586","586","49.5422248840332","49.5422248840332","49.5422248840332","586","586","586","45.776344299316406","45.776344299316406","45.776344299316406","586","586","586","48.242698669433594","48.242698669433594","48.242698669433594","586","586","586","48.52577590942383","48.52577590942383","48.52577590942383","931","931","931","56.08271408081055","56.08271408081055","56.08271408081055","931","931","931","53.48369598388672","53.48369598388672","53.48369598388672"
"5830","592","592","592","71.31198120117188","71.31198120117188","71.31198120117188","587","587","587","48.62526321411133","48.62526321411133","48.62526321411133","587","587","587","45.4717903137207","45.4717903137207","45.4717903137207","587","587","587","47.33690643310547","47.33690643310547","47.33690643310547","587","587","587","48.642250061035156","48.642250061035156","48.642250061035156","932","932","932","57.70595932006836","57.70595932006836","57.70595932006836","932","932","932","52.869075775146484","52.869075775146484","52.869075775146484"
"5847","593","593","593","77.20553588867188","77.20553588867188","77.20553588867188","588","588","588","44.809120178222656","44.809120178222656","44.809120178222656","588","588","588","44.630828857421875","44.630828857421875","44.630828857421875","588","588","588","45.0909309387207","45.0909309387207","45.0909309387207","588","588","588","52.51130676269531","52.51130676269531","52.51130676269531","933","933","933","57.16670227050781","57.16670227050781","57.16670227050781","933","933","933","48.35628890991211","48.35628890991211","48.35628890991211"
"5864","596","596","596","76.59757232666016","76.59757232666016","76.59757232666016","591","591","591","46.02741622924805","46.02741622924805","46.02741622924805","591","591","591","44.262142181396484","44.262142181396484","44.262142181396484","591","591","591","47.76154327392578","47.76154327392578","47.76154327392578","591","591","591","47.69186019897461","47.69186019897461","47.69186019897461","936","936","936","55.756526947021484","55.756526947021484","55.756526947021484","936","936","936","48.85530090332031","48.85530090332031","48.85530090332031"
"5881","597","597","597","72.21509552001953","72.21509552001953","72.21509552001953","592","592","592","47.80403518676758","47.80403518676758","47.80403518676758","592","592","592","48.159507751464844","48.159507751464844","48.159507751464844","","","","","","","592","592","592","48.40713119506836","48.40713119506836","48.40713119506836","937","937","937","56.500064849853516","56.500064849853516","56.500064849853516","937","937","937","49.64947509765625","49.64947509765625","49.64947509765625"
"5898","598","598","598","70.49626159667969","70.49626159667969","70.49626159667969","593","593","593","46.871551513671875","46.871551513671875","46.871551513671875","593","593","593","43.2660026550293","43.2660026550293","43.2660026550293","","","","","","","593","593","593","45.59128189086914","45.59128189086914","45.59128189086914","938","938","938","57.42005157470703","57.42005157470703","57.42005157470703","938","938","938","48.284698486328125","48.284698486328125","48.284698486328125"
"5915","601","601","601","76.24417877197266","76.24417877197266","76.24417877197266","596","596","596","44.988929748535156","44.988929748535156","44.988929748535156","596","596","596","45.74622344970703","45.74622344970703","45.74622344970703","","","","","","","596","596","596","47.5738525390625","47.5738525390625","47.5738525390625","941","941","941","57.85337829589844","57.85337829589844","57.85337829589844","941","941","941","50.71369934082031","50.71369934082031","50.71369934082031"
"5932","602","602","602","79.749267578125","79.749267578125","79.749267578125","597","597","597","49.46605682373047","49.46605682373047","49.46605682373047","597","597","597","46.336219787597656","46.336219787597656","46.336219787597656","","","","","","","597","597","597","49.86689758300781","49.86689758300781","49.86689758300781","942","942","942","58.04302215576172","58.04302215576172","58.04302215576172","942","942","942","49.66915512084961","49.66915512084961","49.66915512084961"
"5949","607","607","607","76.5368881225586","76.5368881225586","76.5368881225586","602","602","602","46.64038848876953","46.64038848876953","46.64038848876953","602","602","602","49.309898376464844","49.309898376464844","49.309898376464844","","","","","","","602","602","602","47.544158935546875","47.544158935546875","47.544158935546875","947","947","947","55.56520462036133","55.56520462036133","55.56520462036133","947","947","947","48.53175354003906","48.53175354003906","48.53175354003906"
"5966","608","608","608","75.68809509277344","75.68809509277344","75.68809509277344","603","603","603","45.30508804321289","45.30508804321289","45.30508804321289","603","603","603","48.125946044921875","48.125946044921875","48.125946044921875","","","","","","","603","603","603","48.657554626464844","48.657554626464844","48.657554626464844","948","948","948","54.2706184387207","54.2706184387207","54.2706184387207","948","948","948","48.20509719848633","48.20509719848633","48.20509719848633"
"5983","609","609","609","74.78950500488281","74.78950500488281","74.78950500488281","604","604","604","43.23457336425781","43.23457336425781","43.23457336425781","604","604","604","47.748165130615234","47.748165130615234","47.748165130615234","","","","","","","604","604","604","47.541805267333984","47.541805267333984","47.541805267333984","949","949","949","58.046287536621094","58.046287536621094","58.046287536621094","949","949","949","48.397457122802734","48.397457122802734","48.397457122802734"
"6000","612","612","612","77.75152587890625","77.75152587890625","77.75152587890625","607","607","607","46.06230926513672","46.06230926513672","46.06230926513672","607","607","607","45.8560791015625","45.8560791015625","45.8560791015625","","","","","","","607","607","607","49.175697326660156","49.175697326660156","49.175697326660156","952","952","952","54.81822204589844","54.81822204589844","54.81822204589844","952","952","952","50.63579177856445","50.63579177856445","50.63579177856445"
"6017","613","613","613","77.67035675048828","77.67035675048828","77.67035675048828","608","608","608","47.6968879699707","47.6968879699707","47.6968879699707","608","608","608","44.949859619140625","44.949859619140625","44.949859619140625","","","","","","","608","608","608","47.51396560668945","47.51396560668945","47.51396560668945","953","953","953","57.42362594604492","57.42362594604492","57.42362594604492","953","953","953","58.140769958496094","58.140769958496094","58.140769958496094"
"6034","614","614","614","70.73492431640625","70.73492431640625","70.73492431640625","609","609","609","45.288848876953125","45.288848876953125","45.288848876953125","609","609","609","48.2282829284668","48.2282829284668","48.2282829284668","","","","","","","609","609","609","51.818946838378906","51.818946838378906","51.818946838378906","954","954","954","55.82209396362305","55.82209396362305","55.82209396362305","954","954","954","51.31914520263672","51.31914520263672","51.31914520263672"
"6051","617","617","617","70.93344116210938","70.93344116210938","70.93344116210938","612","612","612","46.586246490478516","46.586246490478516","46.586246490478516","612","612","612","47.63439178466797","47.63439178466797","47.63439178466797","","","","","","","612","612","612","48.29814147949219","48.29814147949219","48.29814147949219","957","957","957","61.05461120605469","61.05461120605469","61.05461120605469","957","957","957","50.42677688598633","50.42677688598633","50.42677688598633"
"6068","618","618","618","74.2919692993164","74.2919692993164","74.2919692993164","613","613","613","46.10190200805664","46.10190200805664","46.10190200805664","613","613","613","47.04494857788086","47.04494857788086","47.04494857788086","","","","","","","613","613","613","51.75845718383789","51.75845718383789","51.75845718383789","958","958","958","61.41616439819336","61.41616439819336","61.41616439819336","958","958","958","51.36842727661133","51.36842727661133","51.36842727661133"
"6085","619","619","619","74.06793975830078","74.06793975830078","74.06793975830078","614","614","614","44.105186462402344","44.105186462402344","44.105186462402344","614","614","614","46.18558120727539","46.18558120727539","46.18558120727539","","","","","","","614","614","614","47.691585540771484","47.691585540771484","47.691585540771484","959","959","959","54.957130432128906","54.957130432128906","54.957130432128906","959","959","959","49.40713119506836","49.40713119506836","49.40713119506836"
"6102","622","622","622","71.30033874511719","71.30033874511719","71.30033874511719","617","617","617","44.665184020996094","44.665184020996094","44.665184020996094","617","617","617","42.96929168701172","42.96929168701172","42.96929168701172","","","","","","","617","617","617","53.549888610839844","53.549888610839844","53.549888610839844","962","962","962","60.60100555419922","60.60100555419922","60.60100555419922","962","962","962","47.27695846557617","47.27695846557617","47.27695846557617"
"6119","623","623","623","70.3180923461914","70.3180923461914","70.3180923461914","618","618","618","46.51642608642578","46.51642608642578","46.51642608642578","618","618","618","45.62833023071289","45.62833023071289","45.62833023071289","","","","","","","618","618","618","49.828792572021484","49.828792572021484","49.828792572021484","963","963","963","56.22755432128906","56.22755432128906","56.22755432128906","963","963","963","48.75670623779297","48.75670623779297","48.75670623779297"
"6136","624","624","624","68.07820129394531","68.07820129394531","68.07820129394531","619","619","619","44.28959274291992","44.28959274291992","44.28959274291992","619","619","619","47.7557487487793","47.7557487487793","47.7557487487793","","","","","","","619","619","619","54.157920837402344","54.157920837402344","54.157920837402344","964","964","964","56.784488677978516","56.784488677978516","56.784488677978516","964","964","964","48.525672912597656","48.525672912597656","48.525672912597656"
"6153","627","627","627","72.52760314941406","72.52760314941406","72.52760314941406","622","622","622","46.1822509765625","46.1822509765625","46.1822509765625","622","622","622","47.15922164916992","47.15922164916992","47.15922164916992","","","","","","","622","622","622","48.67182922363281","48.67182922363281","48.67182922363281","967","967","967","56.614166259765625","56.614166259765625","56.614166259765625","967","967","967","50.97339630126953","50.97339630126953","50.97339630126953"
"6170","628","628","628","67.94970703125","67.94970703125","67.94970703125","623","623","623","46.07000732421875","46.07000732421875","46.07000732421875","623","623","623","45.29442596435547","45.29442596435547","45.29442596435547","","","","","","","623","623","623","48.19878387451172","48.19878387451172","48.19878387451172","968","968","968","57.368221282958984","57.368221282958984","57.368221282958984","968","968","968","47.0025749206543","47.0025749206543","47.0025749206543"
"6187","629","629","629","72.32320404052734","72.32320404052734","72.32320404052734","624","624","624","45.505775451660156","45.505775451660156","45.505775451660156","624","624","624","44.86570358276367","44.86570358276367","44.86570358276367","","","","","","","624","624","624","49.12473678588867","49.12473678588867","49.12473678588867","969","969","969","55.317970275878906","55.317970275878906","55.317970275878906","969","969","969","50.342071533203125","50.342071533203125","50.342071533203125"
"6204","632","632","632","69.63162994384766","69.63162994384766","69.63162994384766","627","627","627","44.83144760131836","44.83144760131836","44.83144760131836","627","627","627","46.5278205871582","46.5278205871582","46.5278205871582","","","","","","","627","627","627","48.95503616333008","48.95503616333008","48.95503616333008","972","972","972","57.765907287597656","57.765907287597656","57.765907287597656","972","972","972","53.00312423706055","53.00312423706055","53.00312423706055"
"6221","633","633","633","73.40469360351562","73.40469360351562","73.40469360351562","628","628","628","42.839866638183594","42.839866638183594","42.839866638183594","628","628","628","46.478763580322266","46.478763580322266","46.478763580322266","","","","","","","628","628","628","48.71323013305664","48.71323013305664","48.71323013305664","973","973","973","56.06664276123047","56.06664276123047","56.06664276123047","973","973","973","49.54483413696289","49.54483413696289","49.54483413696289"
"6238","634","634","634","72.92233276367188","72.92233276367188","72.92233276367188","629","629","629","42.62395477294922","42.62395477294922","42.62395477294922","629","629","629","44.06467056274414","44.06467056274414","44.06467056274414","","","","","","","629","629","629","50.123252868652344","50.123252868652344","50.123252868652344","974","974","974","56.74985122680664","56.74985122680664","56.74985122680664","974","974","974","50.28968048095703","50.28968048095703","50.28968048095703"
"6255","637","637","637","74.85978698730469","74.85978698730469","74.85978698730469","632","632","632","43.87613296508789","43.87613296508789","43.87613296508789","632","632","632","44.95311737060547","44.95311737060547","44.95311737060547","","","","","","","632","632","632","47.29391098022461","47.29391098022461","47.29391098022461","977","977","977","53.90435028076172","53.90435028076172","53.90435028076172","977","977","977","48.970733642578125","48.970733642578125","48.970733642578125"
"6272","638","638","638","76.20765686035156","76.20765686035156","76.20765686035156","633","633","633","45.66082000732422","45.66082000732422","45.66082000732422","633","633","633","45.56492614746094","45.56492614746094","45.56492614746094","","","","","","","633","633","633","49.78695297241211","49.78695297241211","49.78695297241211","978","978","978","53.404823303222656","53.404823303222656","53.404823303222656","978","978","978","45.114315032958984","45.114315032958984","45.114315032958984"
"6289","639","639","639","76.72693634033203","76.72693634033203","76.72693634033203","634","634","634","44.70486068725586","44.70486068725586","44.70486068725586","634","634","634","45.27157974243164","45.27157974243164","45.27157974243164","","","","","","","634","634","634","48.88154602050781","48.88154602050781","48.88154602050781","979","979","979","52.91767883300781","52.91767883300781","52.91767883300781","979","979","979","51.06489181518555","51.06489181518555","51.06489181518555"
"6306","642","642","642","65.78837585449219","65.78837585449219","65.78837585449219","637","637","637","44.25141525268555","44.25141525268555","44.25141525268555","637","637","637","45.979736328125","45.979736328125","45.979736328125","","","","","","","637","637","637","47.146976470947266","47.146976470947266","47.146976470947266","982","982","982","55.23672103881836","55.23672103881836","55.23672103881836","982","982","982","49.79711151123047","49.79711151123047","49.79711151123047"
"6323","643","643","643","69.00180053710938","69.00180053710938","69.00180053710938","638","638","638","43.26132583618164","43.26132583618164","43.26132583618164","638","638","638","45.673702239990234","45.673702239990234","45.673702239990234","","","","","","","638","638","638","46.69911193847656","46.69911193847656","46.69911193847656","983","983","983","52.72542953491211","52.72542953491211","52.72542953491211","983","983","983","48.3585090637207","48.3585090637207","48.3585090637207"
