"trainer/global_step","finetune-200-epochs-from-new-weights - _step","finetune-200-epochs-from-new-weights - _step__MIN","finetune-200-epochs-from-new-weights - _step__MAX","finetune-200-epochs-from-new-weights - train_loss_mean","finetune-200-epochs-from-new-weights - train_loss_mean__MIN","finetune-200-epochs-from-new-weights - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-1399-epochs - _step","finetune-200-epochs-from-synthetic-1399-epochs - _step__MIN","finetune-200-epochs-from-synthetic-1399-epochs - _step__MAX","finetune-200-epochs-from-synthetic-1399-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-1399-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-1399-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-1199-epochs - _step","finetune-200-epochs-from-synthetic-1199-epochs - _step__MIN","finetune-200-epochs-from-synthetic-1199-epochs - _step__MAX","finetune-200-epochs-from-synthetic-1199-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-1199-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-1199-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-999-epochs - _step","finetune-200-epochs-from-synthetic-999-epochs - _step__MIN","finetune-200-epochs-from-synthetic-999-epochs - _step__MAX","finetune-200-epochs-from-synthetic-999-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-999-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-999-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-799-epochs - _step","finetune-200-epochs-from-synthetic-799-epochs - _step__MIN","finetune-200-epochs-from-synthetic-799-epochs - _step__MAX","finetune-200-epochs-from-synthetic-799-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-799-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-799-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-199-epochs - _step","finetune-200-epochs-from-synthetic-199-epochs - _step__MIN","finetune-200-epochs-from-synthetic-199-epochs - _step__MAX","finetune-200-epochs-from-synthetic-199-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-199-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-199-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-599-epochs - _step","finetune-200-epochs-from-synthetic-599-epochs - _step__MIN","finetune-200-epochs-from-synthetic-599-epochs - _step__MAX","finetune-200-epochs-from-synthetic-599-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-599-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-599-epochs - train_loss_mean__MAX"
"4436","452","452","452","88.78883361816406","88.78883361816406","88.78883361816406","447","447","447","56.17135238647461","56.17135238647461","56.17135238647461","447","447","447","51.6148796081543","51.6148796081543","51.6148796081543","447","447","447","52.018043518066406","52.018043518066406","52.018043518066406","447","447","447","55.96513366699219","55.96513366699219","55.96513366699219","792","792","792","63.9381217956543","63.9381217956543","63.9381217956543","792","792","792","54.91862869262695","54.91862869262695","54.91862869262695"
"4453","455","455","455","87.75196075439453","87.75196075439453","87.75196075439453","450","450","450","52.56497573852539","52.56497573852539","52.56497573852539","450","450","450","47.70170974731445","47.70170974731445","47.70170974731445","450","450","450","56.639652252197266","56.639652252197266","56.639652252197266","450","450","450","54.1452751159668","54.1452751159668","54.1452751159668","795","795","795","64.1290054321289","64.1290054321289","64.1290054321289","795","795","795","55.73521423339844","55.73521423339844","55.73521423339844"
"4470","456","456","456","88.27629089355469","88.27629089355469","88.27629089355469","451","451","451","50.01970291137695","50.01970291137695","50.01970291137695","451","451","451","53.91885757446289","53.91885757446289","53.91885757446289","451","451","451","54.014137268066406","54.014137268066406","54.014137268066406","451","451","451","53.119285583496094","53.119285583496094","53.119285583496094","796","796","796","63.74391555786133","63.74391555786133","63.74391555786133","796","796","796","52.418601989746094","52.418601989746094","52.418601989746094"
"4487","457","457","457","91.59196472167969","91.59196472167969","91.59196472167969","452","452","452","51.24819564819336","51.24819564819336","51.24819564819336","452","452","452","49.61096954345703","49.61096954345703","49.61096954345703","452","452","452","53.30488204956055","53.30488204956055","53.30488204956055","452","452","452","52.951473236083984","52.951473236083984","52.951473236083984","797","797","797","66.00597381591797","66.00597381591797","66.00597381591797","797","797","797","55.5786247253418","55.5786247253418","55.5786247253418"
"4504","460","460","460","87.94229888916016","87.94229888916016","87.94229888916016","455","455","455","50.23911666870117","50.23911666870117","50.23911666870117","455","455","455","49.987491607666016","49.987491607666016","49.987491607666016","455","455","455","49.742149353027344","49.742149353027344","49.742149353027344","455","455","455","53.73606872558594","53.73606872558594","53.73606872558594","800","800","800","66.54087829589844","66.54087829589844","66.54087829589844","800","800","800","54.30560302734375","54.30560302734375","54.30560302734375"
"4521","461","461","461","83.30516052246094","83.30516052246094","83.30516052246094","456","456","456","48.79023361206055","48.79023361206055","48.79023361206055","456","456","456","51.094017028808594","51.094017028808594","51.094017028808594","456","456","456","53.18810272216797","53.18810272216797","53.18810272216797","456","456","456","55.27035140991211","55.27035140991211","55.27035140991211","801","801","801","67.74591827392578","67.74591827392578","67.74591827392578","801","801","801","53.62420654296875","53.62420654296875","53.62420654296875"
"4538","462","462","462","85.58423614501953","85.58423614501953","85.58423614501953","457","457","457","52.20728302001953","52.20728302001953","52.20728302001953","457","457","457","49.63240051269531","49.63240051269531","49.63240051269531","457","457","457","53.32723617553711","53.32723617553711","53.32723617553711","457","457","457","53.986480712890625","53.986480712890625","53.986480712890625","802","802","802","64.68631744384766","64.68631744384766","64.68631744384766","802","802","802","54.29780578613281","54.29780578613281","54.29780578613281"
"4555","465","465","465","88.35578918457031","88.35578918457031","88.35578918457031","460","460","460","49.66007614135742","49.66007614135742","49.66007614135742","460","460","460","51.38523483276367","51.38523483276367","51.38523483276367","460","460","460","53.276145935058594","53.276145935058594","53.276145935058594","460","460","460","54.259727478027344","54.259727478027344","54.259727478027344","805","805","805","58.80366134643555","58.80366134643555","58.80366134643555","805","805","805","53.20865249633789","53.20865249633789","53.20865249633789"
"4572","466","466","466","83.29932403564453","83.29932403564453","83.29932403564453","461","461","461","47.66884231567383","47.66884231567383","47.66884231567383","461","461","461","50.71943664550781","50.71943664550781","50.71943664550781","461","461","461","50.622337341308594","50.622337341308594","50.622337341308594","461","461","461","55.506752014160156","55.506752014160156","55.506752014160156","806","806","806","64.58719635009766","64.58719635009766","64.58719635009766","806","806","806","57.83341598510742","57.83341598510742","57.83341598510742"
"4589","467","467","467","89.36940002441406","89.36940002441406","89.36940002441406","462","462","462","47.39128875732422","47.39128875732422","47.39128875732422","462","462","462","51.73682403564453","51.73682403564453","51.73682403564453","462","462","462","49.927852630615234","49.927852630615234","49.927852630615234","462","462","462","54.180789947509766","54.180789947509766","54.180789947509766","807","807","807","64.99835968017578","64.99835968017578","64.99835968017578","807","807","807","50.70475387573242","50.70475387573242","50.70475387573242"
"4606","470","470","470","83.121337890625","83.121337890625","83.121337890625","465","465","465","49.25065231323242","49.25065231323242","49.25065231323242","465","465","465","51.51609420776367","51.51609420776367","51.51609420776367","465","465","465","49.19306564331055","49.19306564331055","49.19306564331055","465","465","465","55.99448776245117","55.99448776245117","55.99448776245117","810","810","810","66.89119720458984","66.89119720458984","66.89119720458984","810","810","810","55.44972229003906","55.44972229003906","55.44972229003906"
"4623","471","471","471","79.68101501464844","79.68101501464844","79.68101501464844","466","466","466","48.83576202392578","48.83576202392578","48.83576202392578","466","466","466","50.043121337890625","50.043121337890625","50.043121337890625","466","466","466","51.31333541870117","51.31333541870117","51.31333541870117","466","466","466","50.09012985229492","50.09012985229492","50.09012985229492","811","811","811","65.09491729736328","65.09491729736328","65.09491729736328","811","811","811","51.82601547241211","51.82601547241211","51.82601547241211"
"4640","472","472","472","81.91778564453125","81.91778564453125","81.91778564453125","467","467","467","51.370704650878906","51.370704650878906","51.370704650878906","467","467","467","48.40192413330078","48.40192413330078","48.40192413330078","467","467","467","56.350746154785156","56.350746154785156","56.350746154785156","467","467","467","51.03041076660156","51.03041076660156","51.03041076660156","812","812","812","67.38215637207031","67.38215637207031","67.38215637207031","812","812","812","53.59748458862305","53.59748458862305","53.59748458862305"
"4657","475","475","475","88.63526153564453","88.63526153564453","88.63526153564453","470","470","470","48.97209930419922","48.97209930419922","48.97209930419922","470","470","470","47.01618576049805","47.01618576049805","47.01618576049805","470","470","470","52.89003372192383","52.89003372192383","52.89003372192383","470","470","470","53.541751861572266","53.541751861572266","53.541751861572266","815","815","815","65.80139923095703","65.80139923095703","65.80139923095703","815","815","815","55.20769500732422","55.20769500732422","55.20769500732422"
"4674","476","476","476","79.82807922363281","79.82807922363281","79.82807922363281","471","471","471","51.03759765625","51.03759765625","51.03759765625","471","471","471","50.881649017333984","50.881649017333984","50.881649017333984","471","471","471","49.85348892211914","49.85348892211914","49.85348892211914","471","471","471","52.825923919677734","52.825923919677734","52.825923919677734","816","816","816","68.76223754882812","68.76223754882812","68.76223754882812","816","816","816","55.316619873046875","55.316619873046875","55.316619873046875"
"4691","477","477","477","79.81108093261719","79.81108093261719","79.81108093261719","472","472","472","48.656028747558594","48.656028747558594","48.656028747558594","472","472","472","51.018150329589844","51.018150329589844","51.018150329589844","472","472","472","51.480308532714844","51.480308532714844","51.480308532714844","472","472","472","53.6136360168457","53.6136360168457","53.6136360168457","817","817","817","63.357521057128906","63.357521057128906","63.357521057128906","817","817","817","56.38149642944336","56.38149642944336","56.38149642944336"
"4708","480","480","480","83.82633209228516","83.82633209228516","83.82633209228516","475","475","475","51.95091247558594","51.95091247558594","51.95091247558594","475","475","475","48.21596908569336","48.21596908569336","48.21596908569336","475","475","475","50.77931594848633","50.77931594848633","50.77931594848633","475","475","475","48.69978713989258","48.69978713989258","48.69978713989258","820","820","820","61.347408294677734","61.347408294677734","61.347408294677734","820","820","820","53.596221923828125","53.596221923828125","53.596221923828125"
"4725","481","481","481","83.05445098876953","83.05445098876953","83.05445098876953","476","476","476","49.55957794189453","49.55957794189453","49.55957794189453","476","476","476","47.87925720214844","47.87925720214844","47.87925720214844","476","476","476","53.23308181762695","53.23308181762695","53.23308181762695","476","476","476","50.75382614135742","50.75382614135742","50.75382614135742","821","821","821","64.3116226196289","64.3116226196289","64.3116226196289","821","821","821","53.05678939819336","53.05678939819336","53.05678939819336"
"4742","482","482","482","82.93692779541016","82.93692779541016","82.93692779541016","477","477","477","49.72954177856445","49.72954177856445","49.72954177856445","477","477","477","51.250396728515625","51.250396728515625","51.250396728515625","477","477","477","47.66665267944336","47.66665267944336","47.66665267944336","477","477","477","54.94926071166992","54.94926071166992","54.94926071166992","822","822","822","61.91257095336914","61.91257095336914","61.91257095336914","822","822","822","51.96635818481445","51.96635818481445","51.96635818481445"
"4759","485","485","485","79.4234848022461","79.4234848022461","79.4234848022461","480","480","480","51.50508499145508","51.50508499145508","51.50508499145508","480","480","480","52.91791534423828","52.91791534423828","52.91791534423828","480","480","480","49.326446533203125","49.326446533203125","49.326446533203125","480","480","480","51.61330795288086","51.61330795288086","51.61330795288086","825","825","825","63.37885665893555","63.37885665893555","63.37885665893555","825","825","825","54.49140167236328","54.49140167236328","54.49140167236328"
"4776","486","486","486","86.33683776855469","86.33683776855469","86.33683776855469","481","481","481","48.22513961791992","48.22513961791992","48.22513961791992","481","481","481","50.2402458190918","50.2402458190918","50.2402458190918","481","481","481","54.60688018798828","54.60688018798828","54.60688018798828","481","481","481","51.1942253112793","51.1942253112793","51.1942253112793","826","826","826","60.30595397949219","60.30595397949219","60.30595397949219","826","826","826","54.911746978759766","54.911746978759766","54.911746978759766"
"4793","487","487","487","84.3320083618164","84.3320083618164","84.3320083618164","482","482","482","51.27152633666992","51.27152633666992","51.27152633666992","482","482","482","49.11136245727539","49.11136245727539","49.11136245727539","482","482","482","50.98549270629883","50.98549270629883","50.98549270629883","482","482","482","53.18682098388672","53.18682098388672","53.18682098388672","827","827","827","64.63162994384766","64.63162994384766","64.63162994384766","827","827","827","53.11854934692383","53.11854934692383","53.11854934692383"
"4810","490","490","490","89.07653045654297","89.07653045654297","89.07653045654297","485","485","485","48.98378372192383","48.98378372192383","48.98378372192383","485","485","485","52.840511322021484","52.840511322021484","52.840511322021484","485","485","485","52.00063705444336","52.00063705444336","52.00063705444336","485","485","485","51.897823333740234","51.897823333740234","51.897823333740234","830","830","830","60.40682601928711","60.40682601928711","60.40682601928711","830","830","830","59.10542678833008","59.10542678833008","59.10542678833008"
